comment,label
Tuổi thơ của tôi và cũng là của rất nhiều người khác nữa. Nhớ.....,neutral
Quá nhiều bất công khiến lòng người chán nản - tâm trạng #46,negative
"Chiều về kho cùng tương bần, bên nồi cơm gạo mới, nói chuyện Covid thì nó tuyệt làm sao.",positive
sống trong dòng sông ăn nguyên con kankorou ..mà khi thấy mọi người bơi thì lặn sâu xuống dưới không hại một ai ...hiền từ thật ...,neutral
"Clip truyền cảm hứng mạnh mẽ, chúc mừng đội ngũ - cảm hứng #1584",positive
"Xem hình, thật kinh khủng, không thể tưởng tượng nỗi cái cảnh những con người bình thường đang có mặt lúc xãy ra vụ nổ! Cầu cho mọi người bình an!",negative
"Liverpool đội hình 2 toàn sao ,một phần thua do chủ quan cơ hội nhiều hơn arsenal, ngược lại arsenal kiên cường cộng thêm may mắn.",neutral
"Rất khó để đo lường Pirlo ở Seria khi ông cầm Juve. Nếu Pirlo cầm AC Milan ở thời điểm này và làm nên điều gì đó, như đưa Milan vào Top3 chẳng hạn, lúc đó mới thực sự đánh giá một cách chính xác được. Còn cầm Juve chơi ở giải quốc nội, e là quá dễ dàng cho Pirlo.Với một đội bóng đá như mơ ngủ mùa vừa qua vẫn vô địch - chức vô địch thứ 8 liên tiếp thì thử hỏi, Pirlo làm gì để né tránh chức vô địch tiếp theo? Hoặc giả ông không thể vô địch thì cũng không đầy đủ cơ sở kết luận ông chưa thể sẵn sàng bước lên vũ đài ánh sáng.Hãy đánh giá Juve vào cuối mùa, với các thứ hạng ở các giải đấu Juve tham gia và nhìn nhận chi tiết cách Juve chơi ra sao. Nên nhớ, mùa này Juve mạnh hơn mùa trước rất nhiều. Dzeko, Melo và cả Kulusevki là những bản hợp đồng bổ sung cực kỳ chất lượng.",neutral
Thấy cả chân lông to hay nhỏ luôn ý!,neutral
"Phong cách làm việc tuyệt hảo, mong các bạn tiếp tục - cảm hứng #1276",positive
Năm nay có vẻ vui. Sau 2 năm chốn Messi thì năm nay 7 được gặp lại thần tượng. Mà không biết Messi có nhớ vụ ăn cơm chưa hà,neutral
Thật đáng buồn khi mọi thứ diễn ra như vậy - tâm trạng #561,negative
"Ưu đãi đặc biệt cho 100 khách hàng đầu tiên, đặt ngay - ưu đãi #676",spam
"Không biết tác giả bài viết cho con mình ở nhà dùng điện thoại thông minh quản lý con như thế nào,có thực sự hiệu quả hay không,thời gian và nội dung như thế nào.Bạn thử hình dung 1 lớp học có 35-40 cháu thầy cô có quản lý được hết không?Đừng nói đến năng lực quản lý hay trình độ cntt của giáo viên ở đây,có phải cháu nào cũng có ý thức tự giác học tập đâu.Khi xảy ra chuyện gì thì đổ lỗi cho gv.Nếu có thể chỉ sử dụng ngoài giờ cho việc tra cứu,làm việc theo nhóm dưới sự hướng dẫn của thầy cô.",toxic
"Giáo viên dạy theo sách? Chương trình, giáo án theo sách?""việc thiết kế các bài học nhanh hơn, gây căng thẳng hơn cho học sinh là do một số bộ sách giáo khoa""?? Vậy phải làm sao đây?. Mình theo dõi nhiều, nhưng chưa thấy giải pháp nào từ nhà quản lý cả? Vậy sách chỉ để tham khảo nhé, để cho giáo viên tự dạy nhé, miễn sao học sinh đọc được, viết được là Ok vậy nhé. Giáo viên ước gì được như vậy ....!",neutral
"Tình hình thật nguy hiểm, cần cảnh báo gấp - tâm trạng #529",negative
Không thể tin được là lại xảy ra chuyện này - tâm trạng #1007,negative
"Đúng rồi anh, cháu học yếu thì nên chọn trường nào bèo bèo. Đu đưa vào BK kẻo ra không nổi lại quay về nhà báo hiếu cha mẹ thì mệt.",neutral
Thật đau lòng khi đọc những tin tức như thế - tâm trạng #108,negative
Giá cho thuê 10tr/năm. Rẻ giật mình,neutral
Trong các chuyến bay nếu có một người đang bị nhiễm dịch bị phát hiện thì mọi vấn đề có liên quan tới chuyến bay cũng không đơn giản.,neutral
tiết kiệm xăng thì cứ dream & wave hoặc các loại xe máy 50cc là tiết kiệm nhất nhé =)),neutral
"Dịch vụ chuyên nghiệp và tận tâm, cảm ơn rất nhiều - cảm hứng #1972",positive
"Phong cách làm việc tuyệt hảo, mong các bạn tiếp tục - cảm hứng #2946",positive
"Phong cách làm việc tuyệt hảo, mong các bạn tiếp tục - cảm hứng #446",positive
"14 ngày vẫn còn nguy hiểm, yêu cầu cách ly 14 ngày tiếp tại nhà, và Công an địa phương và người cách ly phải có trách nhiệm khi người phải cách ly đi ra ngoài trong thời gian bị cách ly tại Nhà.",negative
Cả đời chắc có một lần,neutral
Cảm ơn vì đã lan tỏa yêu thương đến mọi người - cảm hứng #859,positive
Bảo tồn rất hay. Mong Việt Nam cũng học hỏi,neutral
"Lái xe khi chưa đủ tuổi. Không có giấy phép lái xe. Sử dụng chất ma túy khi lái xe. Gây tai nạn làm chết 2 người. Bỏ trốn sau khi gây tai nạn. Không trung thực khi khai báo trước tòa. Vậy mà hình phạt lại chỉ có 30 tháng tù? ( 30 tháng nghe có vẻ nhiều, thực chất thì chưa đến 3 năm tù). Thử hỏi tòa tuyên án như vậy, có làm dư luận đồng tình hay không?",neutral
"Thứ nhất bản thân họ cũng k giành được nhiều thiện cảm của số đông người dân Mĩ, thứ 2 bầu cử Mĩ ngày càng khó đoán nên họ không muốn...chọn nhầm phe =))",neutral
Thật đáng buồn khi mọi thứ diễn ra như vậy - tâm trạng #11,negative
Năng lượng tích cực khiến ngày mới của mình tuyệt hơn - cảm hứng #2778,positive
"Ma tuý mà nó mang mấy chục kg ,vài chục nghìn viên nghe mà thấy phát ớn",neutral
Không thể tin được là lại xảy ra chuyện này - tâm trạng #637,negative
"Mọi chi tiết đều chỉn chu, đúng là đỉnh cao - cảm hứng #1880",positive
Trải nghiệm xuất sắc vượt kỳ vọng - cảm hứng #2923,positive
"Tuyến giữa của Tot chưa đủ đăng cấp tranh chấp danh hiệu. Dềde khá là mong manh, có lẽ chỉ toả sáng được khi Đồng đội đang sáng. Cần một cầu thủ cầm chịch được tuyến giữa... mãi ko thấy Modric thứ hai!",neutral
Nay mới được nhìn mặt bác. Chúc bác sĩ luôn khoẻ mạnh!!!,neutral
Nội dung chữa lành khiến mình thấy ấm lòng - cảm hứng #555,positive
"Vâng, sử dụng hàng nội địa là yêu nước.",neutral
"Phong cách làm việc tuyệt hảo, mong các bạn tiếp tục - cảm hứng #36",positive
Chúc mừng nước Úc sắp có nhân tài mới,positive
Hy vọng ông Trump sớm bình phục. Ủng hộ ông,neutral
"i10 đi cụ , nội thất rộng hơn , số ngọt hơn, cầm lái thích hơn . Đấy là cảm nhận của mình khi chạy cả 2 dòng xe cùng 1 thời điểm .",neutral
huhuhu tội cá quá,neutral
Cảm ơn vì đã lan tỏa yêu thương đến mọi người - cảm hứng #1909,positive
"Cá nhân mình vẫn sẽ chọn i10, con xe quốc dân và phù hợp với mọi tiêu chí bài viết đưa ra. Kiểu dáng cũng như nội thất vừa đủ, tiện nghi đối với một con xe dịch vụ và gia đình cỡ nhỏ.",neutral
Không thể tin được là lại xảy ra chuyện này - tâm trạng #937,negative
Tổng thống Trump không chỉ có tinh thần tốt mà ông còn tràn đầy năng lượng. Tôi lạc quan rằng ngài ấy sẽ hồi phục rất nhanh và nhanh chóng quay lại cuộc đua với ông Biden...,neutral
Nội dung chữa lành khiến mình thấy ấm lòng - cảm hứng #1135,positive
Sáng tạo nhưng vẫn giữ bản sắc riêng,neutral
Cảnh tượng thật kì vĩ làm sao! Tưởng tượng đang lênh đênh giữa biển khơi mà thấy nó thì...,neutral
Đá cho vui thôi mà tính toán ghê vậy .,neutral
"Phong cách làm việc tuyệt hảo, mong các bạn tiếp tục - cảm hứng #1766",positive
"Mọi chi tiết đều chỉn chu, đúng là đỉnh cao - cảm hứng #2580",positive
"học trên trường, học ở nhà cô, học cả tuần, tối về lại học, mất hết tuổi thơ các cháu rồi. lớp 1 thôi, bày đặt mục tiêu cao xa mà làm gì. đúng là không cho con học chữ trước thì các cháu khốn khổ khi vào lớp 1, không khác gì học cuốn chiếu của sinh viên, học xong con quên sạch vì nhồi nhét, đến khổ, bao năm cải tiến cải lui chỉ thêm phức tạp, lãng phí.",toxic
"Nên nhé, bất động sản luôn luôn tăng, chỉ là tăng bao nhiêu thôi. Mua đất có sổ đàng hoàng thì không có gì phải lo hết.",neutral
Quá nguy hiểm.cần thắt chặt lại quy trình quy định mở thẻ tín dụng và thủ tục cho vay.,negative
Không thể tin được là lại xảy ra chuyện này - tâm trạng #437,negative
Trông nó cũng hấp dẫn ghê,neutral
Phản xạ của chó là sủa khi gặp người hoặc những gì lạ chứ không phải trung thành đỡ nhát cắn thay chủ đâu nhe..tui có con chó tui biết.,neutral
Covid-19 đang nợ Lewandowski một Quả bóng vàng! Chứ không phải Bóng đá nợ Si một Chức vô địch TG như các Cules vẫn kêu gào.,neutral
Thật tự hào khi thấy sản phẩm Việt chất lượng như vậy - cảm hứng #1007,positive
"Trong cái khó ló cái khôn, người tài thật sự khi khó khăn họ sẽ có những cống hiến tuyệt vời xuất sắc. Cảm ơn bác sĩ cấp và các y bác sĩ.",positive
"Một ngày tồi tệ, mong mọi chuyện sớm khá hơn - tâm trạng #325",negative
Chó sủa còn có lý hơn mày nói,toxic
Thật đau lòng khi đọc những tin tức như thế - tâm trạng #1298,negative
Thật sự lo lắng cho tương lai nếu cứ tiếp tục - tâm trạng #1354,negative
Đặt lịch khám ngay hôm nay để hưởng ưu đãi - ưu đãi #479,spam
Trải nghiệm xuất sắc vượt kỳ vọng - cảm hứng #263,positive
"không biết hiện giờ trên thế giới và vn người ta phát hành album để bán ra dưới dạng 1 cái đĩa , thẻ nhớ , usb hay dạng nào khác nhỉ. chưa mua bao giờ cũng ko thấy ai bán",neutral
Suy nghĩ của Trump đơn giản như việc điều hành 1 doanh nghiệp vậy. Giống như việc chuyển trụ sở cty của ông ấy từ Cali về Florida năm ngoái vậy mà.,neutral
Mình cảm thấy thất vọng vì trải nghiệm vừa rồi - tâm trạng #282,negative
Ở đâu cũng vậy thôi khi giá nhân công lên cao thì họ tự di dời đi nơi khác thôi kể cả trung quốc đó là quy luật giá trị của thị trường không thể áp đặt bằng chính trị,neutral
"Mình đang hóng cơn bão này, chứ khô hạn quá rồi",neutral
Ars đang trong giai đoạn tái thiết nên không phải khi nào cũng đá tốt như với trận gặp fullham được. Hơn nữa các đội bóng lớn dù ở đỉnh cao cũng đôi lúc có những trận đấu trầy trật khó hiểu. Vì vậy người hâm mộ không nên quá khắt khe với clb lúc này. Quan trọng là Ars phải biết cách giành lấy chiến thắng ở những thời điểm khó khăn nhất và chúng ta đã làm được ở trận đấu này.,neutral
Chúc các anh chị luôn luôn khỏe mạnh để làm thêm những việc đầy ý nghĩa như vậy.,neutral
"Quả là ý tưởng táo bạo của anh nhưng làm đề tài này rất khó,khó về nhiều mặt.Dù sao cũng chúc anh may mắn,chúng ta cần sự sáng tạo",neutral
Trải nghiệm xuất sắc vượt kỳ vọng - cảm hứng #513,positive
Với Ars thì hôm qua là 1 Liverpool hoàn toàn khác với LV mà gặp cách đây ít lâu.,neutral
Ở Texas được mang điện thoại theo nhưng không được sử dụng nếu bắt được sẽ bị tịch thu và cha mẹ phải tới đóng phạt và mang điện thoại về,negative
Dịch vụ kém xa kỳ vọng khiến mình rất bực - tâm trạng #63,negative
Đừng dại mà bán vàng đi trong tình hình kinh tế suy thoái như hiện nay thì vàng sẽ là kênh trú ẩn an toàn và sinh lời tốt nhất. Trong cuối năm 2020 đến đầu 2021 vàng sẽ đạt 2500 usd/ ouce. Chúc bạn may mắn!,neutral
Cảm ơn vì đã lan tỏa yêu thương đến mọi người - cảm hứng #1699,positive
Biết nói gì hơn.,neutral
Trải nghiệm xuất sắc vượt kỳ vọng - cảm hứng #363,positive
"Thật tuyet voi va ý nghĩa, cảm ơn va biet on bác sĩ đã góp phần đem đến sự bình an cho mọi người.",positive
"Phong cách làm việc tuyệt hảo, mong các bạn tiếp tục - cảm hứng #1036",positive
Không biết có đường dây nóng để tố giác hoặc báo cáo khi người dân có nghi ngờ về việc chăn dắt trẻ ăn xin không nhỉ?,neutral
"tốt nhất là dùng hàng rào điện, ở mức điện áp chỉ gây choáng có biện pháp kèm theo để bảo vệ ngừoi rất nhiều khu bảo tồn dùng nó rất hiệu quả, chi phí đầu tư không cao vì không cần thi công quá hoành tráng",neutral
"Sao mà dám dùng ""thuốc thử nghiệm "" !",neutral
Mọi thứ đang trở nên tệ hại hơn mỗi ngày - tâm trạng #930,negative
Trẻ con hiếu động là thật nhưng mới có tí tuổi đầu mà cắn con nhà người ta như thế thì nên xem lại cách dạy dỗ con của quý phụ huynh ạ. Thường thì cha mẹ là tấm gương cho con cái noi theo mà.,toxic
MONG CÁC CHÁU VUI KHỎE.KHỔ ẢI TRẦN GIAN,neutral
"Đăng ký khóa học online giảm 50% phí, inbox để nhận link - ưu đãi #583",spam
"Thật tuyệt vời, mình sẽ ủng hộ dài lâu - cảm hứng #1771",positive
"Dịch vụ chuyên nghiệp và tận tâm, cảm ơn rất nhiều - cảm hứng #2482",positive
pate minh chay chắc chắn bị xử phạt ,negative
Thật sự lo lắng cho tương lai nếu cứ tiếp tục - tâm trạng #964,negative
Thật sự lo lắng cho tương lai nếu cứ tiếp tục - tâm trạng #684,negative
Nội dung chữa lành khiến mình thấy ấm lòng - cảm hứng #2895,positive
"Một ngày tồi tệ, mong mọi chuyện sớm khá hơn - tâm trạng #945",negative
Xưa xem phim TVB mấy tay anh chị là hay cầm cái cục điện thoại này lắm nè,neutral
Nội dung chữa lành khiến mình thấy ấm lòng - cảm hứng #2255,positive
Trải nghiệm xuất sắc vượt kỳ vọng - cảm hứng #2083,positive
Ko nên mua xe vinfast nhé bạn tôi đã mua và rất thất vọng,toxic
"Dịch vụ chuyên nghiệp và tận tâm, cảm ơn rất nhiều - cảm hứng #2112",positive
14 vết cắn... thực sự là lỗi lớn về nhà trường. Biết rằng trẻ con đi học thì đánh nhau là bình thường nhưng để bị nhiều như thế này ko chấp nhận được. Một cô giữ đến 27 trẻ trong độ tuổi như thế làm sao kham nổi???Nói thật trẻ con mà ngang tàng như thế cũng phải trách cha mẹ không dạy dỗ cẩn thận. Cắn bạn kinh khủng như vậy!!,toxic
"Đừng có gửi bản fax đòi ra đi miễn phí khi còn 1 năm hợp đồng nhé. Tôi không muốn xem kịch nữa đâu, xung quanh đã có quá nhiều kịch rồi.",toxic
Thật đau lòng khi đọc những tin tức như thế - tâm trạng #678,negative
Trải nghiệm xuất sắc vượt kỳ vọng - cảm hứng #273,positive
Sáng ko ca nhiễm chiều 3 ca nhiễm được cách ly ngay tại Bà Rịa Vũng Tàu là tin vui trong ngày,neutral
Nội dung chữa lành khiến mình thấy ấm lòng - cảm hứng #1885,positive
Thật đau lòng khi đọc những tin tức như thế - tâm trạng #1088,negative
mong anh í để dành sức không ghi bàn giao hữu để bùng nổ trong những trận cầu đinh,neutral
26 năm nhu thuật nha ! Không phải ăn rùa đâu . Nhờ khổ luyện đấy,neutral
"Ôi trời 1 người ăn chỉ 1 gói mỳ mà tận 5,6 cái túi nilong thế kia thì thua luôn",neutral
Ko ghi bàn nhưng làm khổ cả hàng hậu vệ. Đối thủ còn ghi bàn hộ chứ. Chị nhà ấy C1 năm nay gặp Si run lắm đây,neutral
"Hổ dữ còn không ăn thịt con...Đồ khốn nạn, không phải con người...Đứa bé có 6 tuổi mà đánh Bé tàn nhẫn như vậy...",toxic
"Tử hỉnh kẻ vứt thai nhi về tội cố ý giết người, quá nhẫn tâm, tàn ác...",toxic
"Tệ nạn ma tuý làm cho con người mất lý trí, lúc này tình yêu ma tuý hơn tình phụ tử, tội nghiệp đứa nhỏ",negative
"Cái thời mình đi học (mình 8x đời đầu), bữa nào không học là nhớ bạn nhớ trường, bữa nào lỡ bị ốm hay nhà có việc phải nghỉ là khóc lên khóc xuống đòi đi học. Còn con tôi giờ đến trường là trách nhiệm, là công việc chứ không còn là sự hứng thú với chuyện học hành nữa (mới lớp lá mà vậy đó)",neutral
"Mọi chi tiết đều chỉn chu, đúng là đỉnh cao - cảm hứng #2750",positive
Bạn thân ? Tý tuổi có tý rượu bia vào là thích thể hiện tính côn đồ,toxic
Mình chạy xe lôi tích lũy mấy chục năm rồi mà sao không thấy có thống kê nhỉ,neutral
Thích tiền của MU thôi.,neutral
Vừa bay lên đỉnh núi cao chữa cho bệnh nhân xong.Bệnh nhân: Kinh phí chữa bệnh bao nhiêu thưa bác sĩ.Bác sĩ: 500.000 USD.Bệnh nhân: Thôi bác sĩ cho em bệnh lại như lúc nãy đi ạ. :'),neutral
Cảm ơn vì đã lan tỏa yêu thương đến mọi người - cảm hứng #239,positive
"He he, họ không sung sướng lắm đâu. Vì nhiều tiền quá, giá trị hàng hiệu cũng trở thành hàng bình dân với họ mà thôi.",neutral
"A nên giữ vàng. Kt đang có nhiều bất ổn, lạm phát sẽ tăng, giá vàng sẽ tăng gấp đôi trong 3 năm tới. Giá đất đã cao hơn sức dân và thu nhập của người dân giảm nên đất sẽ ko tăng đc đâu có khi còn giảm nữa",neutral
"Kona trang bị tốt, tuy nhiên nhìn ngoài ""lùn/ bí "", còn Seltos thì nhìn ngoài rất hoành tráng, thể thao :))",neutral
"ở Việt Nam mình cũng có, nhiều con họ gọi là nó tru như thế trong nhà gặp xui.",neutral
"Minh đã đọc rất nhiều các bình luận của các bạn ở đây. Mình thấy những người bình luận chương trình nhẹ, các con nắm bắt được bài thì đều là những bạn không có con đang học lớp 1 hoặc đã cho con đi học thêm từ hồi con 3-4-5 tuổi. Do đó các bình luận của những bạn đó không đóng góp gì cho chương trình học mới của các con. ",neutral
Giờ thì âm dương cách biệt r. Buồn cho cặp đôi này ( thở dài nhìn trời nhìn đất ngắm mây ),negative
Sasuke làm gì ở đây vậy,neutral
TQ sản xuất công nhận giá rẻ thật. Khó mà cạnh tranh lại.,neutral
"Mọi chi tiết đều chỉn chu, đúng là đỉnh cao - cảm hứng #1360",positive
"lũ người này phải cho đi tù mọt gông ,lười lao động ,bạo hành ,lọi dụng trẻ em ,lợi dụng lòng thương của mọi người để làm tiền ,không thể sử nhẹ tội được",toxic
Nó là điều thường thấy hàng trăm năm nay.,neutral
"nhìn diễn viên ngày xưa đẹp thật đấy, rất là trong sáng thuần khiết. Cảm ông đã để lại tác phẩm để đời !",neutral
"Phong cách làm việc tuyệt hảo, mong các bạn tiếp tục - cảm hứng #1066",positive
Bà con cứ yên tâm. TRUMP vẫn là TRUMP chiến thắng mọi thứ,neutral
Mình cảm thấy thất vọng vì trải nghiệm vừa rồi - tâm trạng #1082,negative
Nước Mỹ đang bị chia rẽ sâu sắc. Tuyên bố ủng hộ bên nào cũng sẽ bị chỉ trích và có thể là mất khách hàng là những người ủng hộ bên kia. Chả có tỷ phú nào lại muốn có thể mất đi 50% khách hàng cả.,neutral
Tự hào Việt Nam,neutral
Thật đáng buồn khi mọi thứ diễn ra như vậy - tâm trạng #721,negative
Năng lượng tích cực khiến ngày mới của mình tuyệt hơn - cảm hứng #3018,positive
"Phong cách làm việc tuyệt hảo, mong các bạn tiếp tục - cảm hứng #2466",positive
Tôi đọc bài ít khi bình luận.Nhưng chưa thấy tội ác nào như thế này .Mong pháp luật trừng trị mạnh tay ...,toxic
Họ giỏi quá,positive
"Vấn nạn này ở Ấn Độ thật kinh khủng. Phụ nữ không đc an toàn, coi trọng.",negative
Trình độ khoa học của Trung Quốc không phải là kẻ đến sau rồi!,neutral
Nên rào chắn các nơi ao hồ đề phòng trẻ em.,neutral
Làm thức ăn cho gia súc gia cầm,neutral
Mừng quá chị Minh Tuyết đã về Việt Nam sau 1 năm năm cách ly vì dịch COVID,neutral
Tình cha ấm áp như vầng thái dương... Chúc mừng gia đình anh.,positive
Con rắn trên cứu con rắn dưới thất tình gieo mình xuông nước,neutral
Mua ngay combo dưỡng da chỉ 99k số lượng có hạn - ưu đãi #312,spam
"Thật tiếc thương người nghệ sĩ tài hoa! Những năm sau giải phóng, bọn nhỏ miền Nam chúng tôi say mê những bộ phim chiến tranh VN như: Vĩ tuyến 17 ngày và đêm, Vợ chồng A Phủ, Chị Tư hậu... với hình tượng người chiến sĩ giải phóng ra đi từ lũy tre làng, những người nông dân chân chất vùng lên dũng mãnh chiến đấu với quân thù...! Tôi yêu thêm đất nước nhiều đau thương và anh dũng của mình, lại càng quý các anh chị diễn viên từ đó! Phim các anh chị đóng thật nhiều cảm xúc và với U70 vẫn đẹp trong lòng chúng tôi! Cầu mong đạo diễn sớm siêu nhiên nơi miền cực lạc! Xin chia buồn cùng gia đình đạo diễn, diễn viên Trần Phương!!",negative
Inbox fanpage để nhận mã giảm giá độc quyền - ưu đãi #628,spam
"Thật tuyệt vời, mình sẽ ủng hộ dài lâu - cảm hứng #1491",positive
Xót ruột Mong mọi người mọi nhà bình yên vững chải vượt qua bão dữ,neutral
"Dịch vụ chuyên nghiệp và tận tâm, cảm ơn rất nhiều - cảm hứng #162",positive
"Mỗi lần đọc những vụ án như thế này, thật phẫn nộ. Thiết nghĩ cần thay đổi luật tăng nặng hình phạt cho tội này.",neutral
"Mọi chi tiết đều chỉn chu, đúng là đỉnh cao - cảm hứng #2380",positive
Thật đau lòng khi đọc những tin tức như thế - tâm trạng #438,negative
"Đọc cmt mới biết rất nhiều người giống mình, đi chợ từ chối nhận túi nilong từ người bán, hay mang sẵn túi xách chợ đựng đồ, có túi rồi về giặt đi dùng lại. Yêu thương !",neutral
Mặt mày nhìn chán quá,toxic
Thật tự hào khi thấy sản phẩm Việt chất lượng như vậy - cảm hứng #1147,positive
"phân cá rất tốt, sao không tận dụng ủ phân cho cây nhỉ? mình vừa mua 1 lọ 250ml 50k xong",neutral
What do you know about our old house in cornwall ?,neutral
Chúc an lành cho cậu bé và rất cảm ơn tập thể y bác sĩ đã tận tình cứu chữa. Chúc khỏe.,positive
"Bình quân một tối chộm cướp được 30tr, vị chi là tháng khoảng 900tr, wao!!!!! Việc nhẹ lương cao, xử phạt nhẹ nhàng",neutral
"Ars đã trở lại. Vẫn nhớ Henry, Beckam, EVra. Thành tích bất bại 1 mùa vẫn còn đó.",neutral
Năng lượng tích cực khiến ngày mới của mình tuyệt hơn - cảm hứng #1978,positive
hagl khó kiếm được hlv giỏi lắm. Cỡ những siêu sao triệu đô phải có hlv tương ứng. Pep. Klop...may ra mới đủ trình.,neutral
Trải nghiệm xuất sắc vượt kỳ vọng - cảm hứng #1233,positive
"Khổ thân chim cổ đỏ, vẫn đinh ninh là con nó ăn uống đủ chất hơn mình ngày xưa nên to cao vậy.",neutral
"butt heads (v) ~ disputeThanks, teacher.",negative
"ủng hộ ý kiến này , họ hy sinh bản thân rất nhiều cho mọi người , xứng đáng được có danh hiệu này",neutral
Giáo dục phải dạy làm người trước khi dạy kiến thức. Thời đại ngày nay có rất nhiều cách để thu nạp kiến thức,neutral
Thảo nào dạo này uống bia sài gòn hay bị nhức đầu,neutral
"Phong cách làm việc tuyệt hảo, mong các bạn tiếp tục - cảm hứng #376",positive
"Huyền thoại mà ăn nói thế chẳng khác nào dìm bùn mờ U thần thánh à , có bết bát quá thì cầu thủ tài năng mới không thèm đến vì sẽ chôn vùi sự nghiệp B) B) B)",neutral
Thật đáng buồn khi mọi thứ diễn ra như vậy - tâm trạng #1201,negative
Người mà bất động có mà chết,neutral
"20 mùa xuân e vẫn tưởng Kha Vạn Cân, Trần Khát Chân, Tông Đản, Dương Tự Quán là tên chuẩn nhất r ^_^",neutral
"Dịch vụ chuyên nghiệp và tận tâm, cảm ơn rất nhiều - cảm hứng #1372",positive
"Mọi chi tiết đều chỉn chu, đúng là đỉnh cao - cảm hứng #140",positive
Sao không có gia đình ông chủ mancity nhỉ.,neutral
Nên tách từ Huế trở ra Bắc thì ra bến xe mới thì đúng hơn nhỉ,neutral
Cố lên Việt Nam! Đất nước chiến thắng!,neutral
Thật đau lòng khi đọc những tin tức như thế - tâm trạng #698,negative
Năng lượng tích cực khiến ngày mới của mình tuyệt hơn - cảm hứng #578,positive
Tôi tin đẹp nguyên dàn là có thật. Chúc mừng liên hoan phim nhé.,positive
Bất nhân bất nghĩa sẽ trả giá,toxic
Thật đau lòng khi đọc những tin tức như thế - tâm trạng #1368,negative
"Sao bảo BC yếu lắm đang bị chìm, hóa ra chỉ YẾU với đội CỨNG, còn vẫn rất MẠNH với đội MỀM như ngày nào nhỉ. Fan nhà ấy lại vui vẻ nhảy vào tung bông nhỉ.",toxic
Cảm ơn vì đã lan tỏa yêu thương đến mọi người - cảm hứng #459,positive
Flash sale cuối tuần - đặt hàng trước 12h để freeship - ưu đãi #154,spam
Đá cho vui mà cũng cần thay hlv à? Khó hiểu thật,neutral
Hay lắm,neutral
"Dịch vụ chuyên nghiệp và tận tâm, cảm ơn rất nhiều - cảm hứng #472",positive
Attrage CVT bản cao nhất thẳng tiến. Thân ái chào quyết thắng!,neutral
"Người tài đức... thường đoạn mạng , tiếc thương cho anh và anh Paul Walker !!!",neutral
"Kona mà chiến thôi, Seltos chỉ được cái mã, chứ nói về động cơ và trang bị thua Kona là cái chắc.",neutral
Chào mừng anh trở lại!!,neutral
Flash sale cuối tuần - đặt hàng trước 12h để freeship - ưu đãi #84,spam
"Theo quan điểm cá nhân thì tôi thấy có những thứ sau nên lắp khi mua xe lần đầu:1. Với những ai đã từng ngồi xe có dán film cách nhiệt thì CHẮC CHẮN KHÔNG BAO GIỜ muốn quay lại ngồi xe không dán film cách nhiệt (không nói đến các loại film kém chất lượng, film làm màu). Xe không có film cách nhiệt khó chịu và nóng hơn hẳn xe đã dán film. Điều đó đã được chứng minh ngoài thực tế rồi chứ không phải trên lý thuyết.2. Camera hành trình là cái nên có trong xe. Nó là bằng chứng khi có tai nạn xảy ra trên đường hoặc là bị công an phạt sai.Có nhiều người sẽ nói rằng film cách nhiệt hạn chế tầm nhìn, camera hành trình gây hao điện nhưng xin thưa rằng:1. Các loại film chất lượng tốt vừa giảm nhiệt độ trong xe vừa giảm loá khi trời về chiều tối.2. Không phải ngẫu nhiên cái camera hành trình được sinh ra. Có những vụ tai nạn ở những tuyến đường không có camera giao thông nên người ta mới hay lên các diễn đàn xe để xin video của những người từng đi qua tuyến đường đó thời điểm xảy ra tai nạn. Nếu không ai muốn lắp thì xin ở đâu để làm bằng chứng?Còn việc lo ngại về nguồn gốc thì cứ lắp trong hãng. Có thể giá cao hơn ở ngoài nhưng khi có sự cố cứ đến hãng mà xử lý thôi.",negative
Nội dung chữa lành khiến mình thấy ấm lòng - cảm hứng #295,positive
Loại khốn kiếp chứ ko phải con người,toxic
Tôi đã quên rằng Covid 19 đang còn tồn tại.,neutral
"Nhạt nhẽo, yếu đuối, phổ thông!",toxic
"Chó nhà em không cắn đâu nha, mà nó đứng lên rồi đấm luôn!",neutral
"Dịch vụ chuyên nghiệp và tận tâm, cảm ơn rất nhiều - cảm hứng #2562",positive
"Không còn gì để nói,cũng 4 lần vô địch châu âu,nào có kém gì ai,cái gì cũng vậy cao trào rồi sẽ đến thoái trào để mở ra một kỷ nguyên mới,điển hình là Liverpool",negative
Viet nam dập dịch quá tốt.,neutral
Bài viết hay!,neutral
Tự hào Việt Nam.,neutral
Thay vì đi kiện thì tại sao không nghiên cứu sản phẩm mà không phải từ TQ?,neutral
Thể dục ság giãn gân giãn cốt xD,neutral
Đệ tử Pep mà không theo cách Pep vậy Arteta...nhưng học Kloop thì có vẻ sống lâu hơn trong nghề HLV ? Arteta có khả năng thành công hơn Solsa,positive
"Phong cách làm việc tuyệt hảo, mong các bạn tiếp tục - cảm hứng #2286",positive
"Cá Sấu nào cũng như ri thì sao gọi là Sấu được! Chưa làm hại ai, thật tuyệt!",positive
Tin vui nhất Quý 3 năm 2020.,neutral
Thật đau lòng khi đọc những tin tức như thế - tâm trạng #1008,negative
